Id;Label;Interval
1997;1997;16
1998;1998;6
1999;1999;2
2000;2000;1
2001;2001;11
2002;2002;19
2003;2003;1
2004;2004;12
2005;2005;14
2006;2006;16
2007;2007;18
2008;2008;1
2009;2009;2
2010;2010;8
2011;2011;20
2012;2012;1
2013;2013;3
2014;2014;3
2015;2015;3
2016;2016;4
2017;2017;16
2018;2018;25
2019;2019;11
2020;2020;2
2021;2021;13
2022;2022;16
2023;2023;11
2024;2024;13
2025;2025;11
2026;2026;15
2027;2027;11
2028;2028;18
2029;2029;7
2030;2030;2
2031;2031;4
2032;2032;1
2033;2033;3
2034;2034;19
2035;2035;6
2036;2036;1
2037;2037;8
2038;2038;1
2039;2039;13
2040;2040;12
2041;2041;2
2042;2042;4
2043;2043;12
2044;2044;15
2045;2045;13
2046;2046;1
2047;2047;1
2048;2048;7
2049;2049;2
2050;2050;14
2051;2051;4
2052;2052;13
2053;2053;11
2054;2054;2
2055;2055;2
2056;2056;12
2057;2057;13
2058;2058;7
2059;2059;2
2060;2060;6
2061;2061;5
2062;2062;18
2063;2063;11
2064;2064;9
2065;2065;2
2066;2066;15
2067;2067;14
2068;2068;8
2069;2069;5
2070;2070;4
2071;2071;13
2072;2072;3
2073;2073;12
2074;2074;10
2075;2075;10
2076;2076;4
2077;2077;11
2078;2078;15
2079;2079;13
2080;2080;10
2081;2081;3
2082;2082;13
2083;2083;12
2084;2084;11
2085;2085;13
2086;2086;8
2087;2087;10
2088;2088;11
2089;2089;9
2090;2090;9
2091;2091;24
2092;2092;6
2093;2093;3
2094;2094;15
2095;2095;1
2096;2096;42
2097;2097;5
2098;2098;14
2099;2099;11
2100;2100;3
2101;2101;2
2102;2102;15
2103;2103;11
2104;2104;1
2105;2105;1
2106;2106;1
2107;2107;17
2108;2108;4
2109;2109;2
2110;2110;1
2111;2111;13
2112;2112;17
2113;2113;16
2114;2114;1
2115;2115;7
2116;2116;16
2117;2117;14
2118;2118;11
2119;2119;16
2120;2120;11
2121;2121;2
2122;2122;2
2123;2123;7
2124;2124;14
2125;2125;5
2126;2126;1
2127;2127;19
2128;2128;16
2129;2129;1
2130;2130;12
2131;2131;15
2132;2132;6
2133;2133;8
2134;2134;1
2135;2135;12
2136;2136;1
2137;2137;15
2138;2138;13
2139;2139;1
2140;2140;8
2141;2141;6
2142;2142;5
2143;2143;17
2144;2144;19
2145;2145;20
2146;2146;15
2147;2147;2
2148;2148;2
2149;2149;11
2150;2150;2
2151;2151;20
2152;2152;8
2153;2153;6
2154;2154;12
2155;2155;3
2156;2156;5
2157;2157;13
2158;2158;1
2159;2159;14
2160;2160;5
2161;2161;2
2162;2162;13
2163;2163;3
2164;2164;1
2165;2165;16
2166;2166;18
2167;2167;2
2168;2168;3
2169;2169;20
2170;2170;8
2171;2171;2
2172;2172;1
2173;2173;4
2174;2174;3
2175;2175;6
2176;2176;7
2177;2177;9
2178;2178;14
2179;2179;13
2180;2180;3
2181;2181;22
2182;2182;17
2183;2183;11
2184;2184;2
2185;2185;1
2186;2186;11
2187;2187;1
2188;2188;13
2189;2189;1
2190;2190;7
2191;2191;15
2192;2192;13
2193;2193;6
2194;2194;3
2195;2195;38
2196;2196;36
2197;2197;35
2198;2198;9
2199;2199;1
2200;2200;3
2201;2201;3
2202;2202;4
2203;2203;12
2204;2204;21
2205;2205;2
2206;2206;11
2207;2207;13
2208;2208;4
2209;2209;12
2210;2210;11
2211;2211;11
2212;2212;21
2213;2213;7
2214;2214;2
2215;2215;10
2216;2216;3
2217;2217;8
2218;2218;11
2219;2219;1
2220;2220;14
2221;2221;18
2222;2222;2
2223;2223;9
2224;2224;3
2225;2225;1
2226;2226;10
2227;2227;14
2228;2228;1
2229;2229;2
2230;2230;10
2231;2231;18
2232;2232;13
2233;2233;3
2234;2234;15
2235;2235;3
2236;2236;17
2237;2237;4
2238;2238;13
2239;2239;15
2240;2240;6
2241;2241;6
2242;2242;3
2243;2243;1
2244;2244;16
2245;2245;9
2246;2246;12
2247;2247;12
2248;2248;5
2249;2249;2
2250;2250;8
2251;2251;8
2252;2252;3
2253;2253;1
2254;2254;14
2255;2255;3
2256;2256;3
2257;2257;15
2258;2258;5
2259;2259;7
2260;2260;8
2261;2261;12
2262;2262;14
2263;2263;2
2264;2264;12
2265;2265;46
2266;2266;1
2267;2267;3
2268;2268;25
2269;2269;3
2270;2270;4
2271;2271;3
2272;2272;11
2273;2273;13
2274;2274;7
2275;2275;7
2276;2276;1
2277;2277;11
2278;2278;13
2279;2279;5
2280;2280;13
2281;2281;13
2282;2282;12
2283;2283;23
2284;2284;1
2285;2285;20
2286;2286;11
2287;2287;1
2288;2288;17
2289;2289;7
2290;2290;11
2291;2291;12
2292;2292;13
2293;2293;12
2294;2294;1
2295;2295;1
2296;2296;11
2297;2297;6
2298;2298;6
2299;2299;4
2300;2300;8
2301;2301;10
2302;2302;2
2303;2303;1
2304;2304;4
2305;2305;1
2306;2306;12
2307;2307;13
2308;2308;4
2309;2309;16
2310;2310;7
2311;2311;6
2312;2312;3
2313;2313;11
2314;2314;12
2315;2315;16
2316;2316;16
2317;2317;8
2318;2318;6
2319;2319;15
2320;2320;21
2321;2321;5
2322;2322;1
2323;2323;17
2324;2324;13
2325;2325;1
2326;2326;13
2327;2327;12
2328;2328;3
2329;2329;1
2330;2330;1
2331;2331;21
2332;2332;6
2333;2333;4
2334;2334;1
2335;2335;2
2336;2336;13
2337;2337;13
2338;2338;6
2339;2339;4
2340;2340;16
2341;2341;10
2342;2342;15
2343;2343;18
2344;2344;5
2345;2345;15
2346;2346;17
2347;2347;5
2348;2348;7
2349;2349;12
2350;2350;7
2351;2351;14
2352;2352;1
2353;2353;8
2354;2354;16
2355;2355;4
2356;2356;14
2357;2357;15
2358;2358;2
2359;2359;16
2360;2360;1
2361;2361;13
2362;2362;6
2363;2363;14
2364;2364;38
2365;2365;26
2366;2366;2
2367;2367;17
2368;2368;11
2369;2369;1
2370;2370;12
2371;2371;3
2372;2372;3
2373;2373;1
2374;2374;4
2375;2375;3
2376;2376;3
2377;2377;1
2378;2378;7
2379;2379;10
2380;2380;13
2381;2381;13
2382;2382;1
2383;2383;18
2384;2384;7
2385;2385;11
2386;2386;4
2387;2387;21
2388;2388;17
2389;2389;24
2390;2390;12
2391;2391;5
2392;2392;2
2393;2393;14
2394;2394;7
2395;2395;16
2396;2396;23
2397;2397;1
2398;2398;8
2399;2399;3
2400;2400;15
2401;2401;1
2402;2402;3
2403;2403;18
2404;2404;7
2405;2405;1
2406;2406;11
2407;2407;11
2408;2408;12
2409;2409;17
2410;2410;14
2411;2411;5
2412;2412;20
2413;2413;13
2414;2414;13
2415;2415;21
2416;2416;51
2417;2417;11
2418;2418;11
2419;2419;15
2420;2420;6
2421;2421;15
2422;2422;3
2423;2423;2
2424;2424;12
2425;2425;15
2426;2426;2
2427;2427;3
2428;2428;3
2429;2429;4
2430;2430;13
2431;2431;11
2432;2432;5
2433;2433;20
2434;2434;2
2435;2435;12
2436;2436;1
2437;2437;14
2438;2438;13
2439;2439;7
2440;2440;16
2441;2441;2
2442;2442;2
2443;2443;13
2444;2444;13
2445;2445;2
2446;2446;2
2447;2447;15
2448;2448;14
2449;2449;3
2450;2450;13
2451;2451;6
2452;2452;13
2453;2453;5
2454;2454;6
2455;2455;16
2456;2456;8
2457;2457;7
2458;2458;17
2459;2459;1
2460;2460;12
2461;2461;12
2462;2462;7
2463;2463;13
2464;2464;2
2465;2465;1
2466;2466;12
2467;2467;16
2468;2468;6
2469;2469;12
2470;2470;2
2471;2471;5
2472;2472;12
2473;2473;4
2474;2474;3
2475;2475;15
2476;2476;3
2477;2477;11
2478;2478;6
2479;2479;4
2480;2480;2
2481;2481;2
2482;2482;7
2483;2483;16
2484;2484;35
2485;2485;43
2486;2486;16
2487;2487;12
2488;2488;1
2489;2489;12
2490;2490;12
2491;2491;5
2492;2492;15
2493;2493;5
2494;2494;12
2495;2495;9
2496;2496;13
2497;2497;17
2498;2498;3
2499;2499;6
2500;2500;2
2501;2501;1
2502;2502;7
2503;2503;1
2504;2504;16
2505;2505;14
2506;2506;13
2507;2507;3
2508;2508;3
2509;2509;3
2510;2510;15
2511;2511;6
2512;2512;5
2513;2513;19
2514;2514;5
2515;2515;13
2516;2516;15
2517;2517;17
2518;2518;16
2519;2519;1
2520;2520;15
2521;2521;4
2522;2522;5
2523;2523;11
2524;2524;1
2525;2525;3
2526;2526;11
2527;2527;17
2528;2528;17
2529;2529;1
2530;2530;2
2531;2531;15
2532;2532;18
2533;2533;18
2534;2534;1
2535;2535;14
2536;2536;11
2537;2537;14
2538;2538;1
2539;2539;4
2540;2540;2
2541;2541;15
2542;2542;6
2543;2543;21
2544;2544;1
2545;2545;4
2546;2546;16
2547;2547;4
2548;2548;12
2549;2549;1
2550;2550;7
2551;2551;7
2552;2552;20
2553;2553;8
2554;2554;6
2555;2555;4
2556;2556;6
2557;2557;8
2558;2558;2
2559;2559;12
2560;2560;18
2561;2561;6
2562;2562;1
2563;2563;2
2564;2564;19
2565;2565;15
2566;2566;3
2567;2567;4
2568;2568;7
2569;2569;8
2570;2570;16
2571;2571;4
2572;2572;2
2573;2573;3
2574;2574;14
2575;2575;1
2576;2576;1
2577;2577;2
2578;2578;4
2579;2579;14
2580;2580;23
2581;2581;4
2582;2582;1
2583;2583;2
2584;2584;19
2585;2585;5
2586;2586;3
2587;2587;13
2588;2588;5
2589;2589;6
2590;2590;4
2591;2591;2
2592;2592;5
2593;2593;1
2594;2594;5
2595;2595;15
2596;2596;1
2597;2597;13
2598;2598;1
2599;2599;8
2600;2600;15
2601;2601;3
2602;2602;23
2603;2603;14
2604;2604;1
2605;2605;15
2606;2606;3
2607;2607;11
2608;2608;7
2609;2609;1
2610;2610;1
2611;2611;1
2612;2612;7
2613;2613;11
2614;2614;2
2615;2615;1
2616;2616;1
2617;2617;8
2618;2618;16
2619;2619;17
2620;2620;20
2621;2621;4
2622;2622;1
2623;2623;4
2624;2624;16
2625;2625;8
2626;2626;14
2627;2627;3
2628;2628;19
2629;2629;4
2630;2630;6
2631;2631;12
2632;2632;7
2633;2633;13
2634;2634;20
2635;2635;7
2636;2636;7
2637;2637;11
2638;2638;2
2639;2639;15
2640;2640;9
2641;2641;11
2642;2642;2
2643;2643;2
2644;2644;6
2645;2645;2
2646;2646;11
2647;2647;8
2648;2648;1
2649;2649;4
2650;2650;11
2651;2651;16
2652;2652;1
2653;2653;13
2654;2654;3
2655;2655;11
2656;2656;5
2657;2657;1
2658;2658;24
2659;2659;13
2660;2660;17
2661;2661;23
2662;2662;17
2663;2663;20
2664;2664;3
2665;2665;7
2666;2666;3
2667;2667;3
2668;2668;2
2669;2669;2
2670;2670;9
2671;2671;2
2672;2672;18
2673;2673;2
2674;2674;22
2675;2675;14
2676;2676;1
2677;2677;11
2678;2678;2
2679;2679;3
2680;2680;15
2681;2681;12
2682;2682;2
2683;2683;16
2684;2684;22
2685;2685;2
2686;2686;4
2687;2687;10
2688;2688;1
2689;2689;3
2690;2690;12
2691;2691;13
2692;2692;15
2693;2693;12
2694;2694;7
2695;2695;18
2696;2696;3
2697;2697;2
2698;2698;3
2699;2699;6
2700;2700;7
2701;2701;10
2702;2702;1
2703;2703;1
2704;2704;9
2705;2705;9
2706;2706;6
2707;2707;2
2708;2708;1
2709;2709;16
2710;2710;26
2711;2711;2
2712;2712;2
2713;2713;3
2714;2714;17
2715;2715;12
2716;2716;12
2717;2717;2
2718;2718;8
2719;2719;1
2720;2720;13
2721;2721;15
2722;2722;5
2723;2723;1
2724;2724;1
2725;2725;5
2726;2726;13
2727;2727;14
2728;2728;4
2729;2729;5
2730;2730;9
2731;2731;1
2732;2732;6
2733;2733;1
2734;2734;17
2735;2735;1
2736;2736;12
2737;2737;1
2738;2738;21
2739;2739;2
2740;2740;2
2741;2741;11
2742;2742;1
2743;2743;4
2744;2744;16
2745;2745;5
2746;2746;1
2747;2747;17
2748;2748;2
2749;2749;1
2750;2750;4
2751;2751;15
2752;2752;15
2753;2753;6
2754;2754;1
2755;2755;13
2756;2756;13
2757;2757;11
2758;2758;1
2759;2759;1
2760;2760;3
2761;2761;2
2762;2762;2
2763;2763;21
2764;2764;6
2765;2765;7
2766;2766;1
2767;2767;6
2768;2768;2
2769;2769;15
2770;2770;15
2771;2771;5
2772;2772;4
2773;2773;13
2774;2774;12
2775;2775;17
2776;2776;6
2777;2777;4
2778;2778;8
2779;2779;11
2780;2780;2
2781;2781;14
2782;2782;7
2783;2783;2
2784;2784;3
2785;2785;22
2786;2786;3
2787;2787;29
2788;2788;2
2789;2789;16
2790;2790;17
2791;2791;12
2792;2792;12
2793;2793;13
2794;2794;4
2795;2795;12
2796;2796;15
2797;2797;14
2798;2798;5
2799;2799;12
2800;2800;1
2801;2801;2
2802;2802;2
2803;2803;6
2804;2804;11
2805;2805;7
2806;2806;15
2807;2807;11
2808;2808;4
2809;2809;13
2810;2810;20
2811;2811;20
2812;2812;18
2813;2813;20
2814;2814;1
2815;2815;12
2816;2816;11
2817;2817;1
2818;2818;3
2819;2819;20
2820;2820;7
2821;2821;2
2822;2822;3
2823;2823;14
2824;2824;7
2825;2825;3
2826;2826;4
2827;2827;1
2828;2828;16
2829;2829;3
2830;2830;17
2831;2831;3
2832;2832;8
2833;2833;11
2834;2834;1
2835;2835;12
2836;2836;20
2837;2837;11
2838;2838;2
2839;2839;1
2840;2840;20
2841;2841;3
2842;2842;3
2843;2843;12
2844;2844;5
2845;2845;4
2846;2846;2
2847;2847;1
2848;2848;6
2849;2849;5
2850;2850;2
2851;2851;14
2852;2852;3
2853;2853;25
2854;2854;19
2855;2855;14
2856;2856;14
2857;2857;5
2858;2858;5
2859;2859;13
2860;2860;13
2861;2861;2
2862;2862;17
2863;2863;23
2864;2864;10
2865;2865;14
2866;2866;18
2867;2867;15
2868;2868;1
2869;2869;13
2870;2870;14
2871;2871;12
2872;2872;2
2873;2873;15
2874;2874;3
2875;2875;13
2876;2876;12
2877;2877;14
2878;2878;12
2879;2879;1
2880;2880;2
2881;2881;7
2882;2882;21
2883;2883;14
2884;2884;1
2885;2885;12
2886;2886;12
2887;2887;1
2888;2888;14
2889;2889;4
2890;2890;5
2891;2891;12
2892;2892;5
2893;2893;13
2894;2894;2
2895;2895;14
2896;2896;9
2897;2897;14
2898;2898;18
2899;2899;14
2900;2900;6
2901;2901;15
2902;2902;13
2903;2903;6
2904;2904;25
2905;2905;3
2906;2906;14
2907;2907;7
2908;2908;1
2909;2909;15
2910;2910;1
2911;2911;2
2912;2912;17
2913;2913;11
2914;2914;17
2915;2915;20
2916;2916;1
2917;2917;13
2918;2918;1
2919;2919;2
2920;2920;2
2921;2921;2
2922;2922;15
2923;2923;3
2924;2924;4
2925;2925;4
2926;2926;7
2927;2927;30
2928;2928;16
2929;2929;2
2930;2930;1
2931;2931;21
2932;2932;3
2933;2933;2
2934;2934;11
2935;2935;1
2936;2936;10
2937;2937;5
2938;2938;5
2939;2939;3
2940;2940;8
2941;2941;4
2942;2942;11
2943;2943;13
2944;2944;15
2945;2945;7
2946;2946;7
2947;2947;2
2948;2948;12
2949;2949;5
2950;2950;15
2951;2951;1
2952;2952;24
2953;2953;13
2954;2954;5
2955;2955;7
2956;2956;3
2957;2957;6
2958;2958;8
2959;2959;7
2960;2960;2
2961;2961;8
2962;2962;7
2963;2963;14
2964;2964;9
2965;2965;10
2966;2966;11
2967;2967;8
2968;2968;11
2969;2969;4
2970;2970;10
2971;2971;1
2972;2972;1
2973;2973;4
2974;2974;1
2975;2975;33
2976;2976;20
2977;2977;14
2978;2978;12
2979;2979;2
2980;2980;12
2981;2981;6
2982;2982;2
2983;2983;6
2984;2984;7
2985;2985;5
2986;2986;13
2987;2987;1
2988;2988;1
2989;2989;21
2990;2990;3
2991;2991;10
2992;2992;10
2993;2993;18
2994;2994;11
2995;2995;15
2996;2996;16
2997;2997;8
2998;2998;4
2999;2999;12
3000;3000;14
3001;3001;16
3002;3002;1
3003;3003;2
3004;3004;16
3005;3005;7
3006;3006;15
3007;3007;5
3008;3008;1
3009;3009;13
3010;3010;7
3011;3011;11
3012;3012;4
3013;3013;10
3014;3014;3
3015;3015;11
3016;3016;5
3017;3017;1
3018;3018;7
3019;3019;6
3020;3020;15
3021;3021;12
3022;3022;12
3023;3023;2
3024;3024;4
3025;3025;2
3026;3026;1
3027;3027;4
3028;3028;14
3029;3029;7
3030;3030;11
3031;3031;1
3032;3032;7
3033;3033;4
3034;3034;1
3035;3035;12
3036;3036;3
3037;3037;5
3038;3038;8
3039;3039;1
3040;3040;2
3041;3041;3
3042;3042;1
3043;3043;10
3044;3044;3
3045;3045;5
3046;3046;14
3047;3047;19
3048;3048;7
3049;3049;1
3050;3050;2
3051;3051;2
3052;3052;16
3053;3053;1
3054;3054;13
3055;3055;18
3056;3056;11
3057;3057;3
3058;3058;14
3059;3059;2
3060;3060;38
3061;3061;14
3062;3062;6
3063;3063;8
3064;3064;12
3065;3065;25
3066;3066;17
3067;3067;6
3068;3068;6
3069;3069;10
3070;3070;16
3071;3071;5
3072;3072;4
3073;3073;3
3074;3074;3
3075;3075;28
3076;3076;36
3077;3077;3
3078;3078;16
3079;3079;2
3080;3080;3
3081;3081;1
3082;3082;7
3083;3083;9
3084;3084;17
3085;3085;4
3086;3086;5
3087;3087;13
3088;3088;15
3089;3089;2
3090;3090;3
3091;3091;9
3092;3092;2
3093;3093;23
3094;3094;22
3095;3095;10
3096;3096;4
3097;3097;3
3098;3098;3
3099;3099;4
3100;3100;7
3101;3101;23
3102;3102;3
3103;3103;5
3104;3104;1
3105;3105;2
3106;3106;14
3107;3107;1
3108;3108;1
3109;3109;103
3110;3110;9
3111;3111;4
3112;3112;3
3113;3113;7
3114;3114;7
3115;3115;12
3116;3116;4
3117;3117;5
3118;3118;6
3119;3119;9
3120;3120;10
3121;3121;10
3122;3122;13
3123;3123;5
3124;3124;1
3125;3125;14
3126;3126;15
3127;3127;18
3128;3128;19
3129;3129;2
3130;3130;15
3131;3131;14
3132;3132;20
3133;3133;15
3134;3134;17
3135;3135;16
3136;3136;2
3137;3137;1
3138;3138;1
3139;3139;14
3140;3140;9
3141;3141;8
3142;3142;2
3143;3143;12
3144;3144;14
3145;3145;6
3146;3146;13
3147;3147;3
3148;3148;4
3149;3149;2
3150;3150;1
3151;3151;5
3152;3152;1
3153;3153;14
3154;3154;15
3155;3155;2
3156;3156;16
3157;3157;6
3158;3158;22
3159;3159;1
3160;3160;3
3161;3161;10
3162;3162;3
3163;3163;2
3164;3164;16
3165;3165;4
3166;3166;10
3167;3167;21
3168;3168;3
3169;3169;6
3170;3170;13
3171;3171;3
3172;3172;1
3173;3173;16
3174;3174;14
3175;3175;4
3176;3176;3
3177;3177;2
3178;3178;14
3179;3179;11
3180;3180;8
3181;3181;25
3182;3182;2
3183;3183;10
3184;3184;14
3185;3185;5
3186;3186;2
3187;3187;9
3188;3188;1
3189;3189;2
3190;3190;1
3191;3191;13
3192;3192;1
3193;3193;13
3194;3194;2
3195;3195;2
3196;3196;17
3197;3197;12
3198;3198;1
3199;3199;17
3200;3200;1
3201;3201;2
3202;3202;11
3203;3203;2
3204;3204;12
3205;3205;1
3206;3206;7
3207;3207;15
3208;3208;14
3209;3209;2
3210;3210;18
3211;3211;2
3212;3212;20
3213;3213;6
3214;3214;1
3215;3215;15
3216;3216;16
3217;3217;12
3218;3218;5
3219;3219;2
3220;3220;14
3221;3221;14
3222;3222;19
3223;3223;17
3224;3224;9
3225;3225;15
3226;3226;15
3227;3227;2
3228;3228;1
3229;3229;13
3230;3230;13
3231;3231;2
3232;3232;2
3233;3233;2
3234;3234;1
3235;3235;2
3236;3236;15
3237;3237;6
3238;3238;1
3239;3239;5
3240;3240;2
3241;3241;8
3242;3242;2
3243;3243;2
3244;3244;2
3245;3245;16
3246;3246;6
3247;3247;20
3248;3248;2
3249;3249;6
3250;3250;3
3251;3251;12
3252;3252;3
3253;3253;24
3254;3254;13
3255;3255;8
3256;3256;13
3257;3257;12
3258;3258;5
3259;3259;1
3260;3260;3
3261;3261;3
3262;3262;2
3263;3263;19
3264;3264;19
3265;3265;12
3266;3266;2
3267;3267;1
3268;3268;9
3269;3269;3
3270;3270;5
3271;3271;2
3272;3272;3
3273;3273;1
3274;3274;17
3275;3275;8
3276;3276;5
3277;3277;10
3278;3278;12
3279;3279;1
3280;3280;9
3281;3281;15
3282;3282;14
3283;3283;1
3284;3284;4
3285;3285;12
3286;3286;1
3287;3287;6
3288;3288;2
3289;3289;12
3290;3290;6
3291;3291;12
3292;3292;14
3293;3293;13
3294;3294;7
3295;3295;4
3296;3296;3
3297;3297;24
3298;3298;8
3299;3299;17
3300;3300;17
3301;3301;2
3302;3302;11
3303;3303;2
3304;3304;6
3305;3305;19
3306;3306;4
3307;3307;9
3308;3308;4
3309;3309;1
3310;3310;2
3311;3311;18
3312;3312;11
3313;3313;6
3314;3314;4
3315;3315;13
3316;3316;4
3317;3317;10
3318;3318;15
3319;3319;1
3320;3320;5
3321;3321;2
3322;3322;10
3323;3323;7
3324;3324;7
3325;3325;2
3326;3326;2
3327;3327;6
3328;3328;3
3329;3329;3
3330;3330;14
3331;3331;1
3332;3332;1
3333;3333;1
3334;3334;11
3335;3335;9
3336;3336;15
3337;3337;13
3338;3338;14
3339;3339;8
3340;3340;3
3341;3341;5
3342;3342;12
3343;3343;17
3344;3344;21
3345;3345;2
3346;3346;11
3347;3347;2
3348;3348;5
3349;3349;3
3350;3350;4
3351;3351;16
3352;3352;7
3353;3353;8
3354;3354;7
3355;3355;20
3356;3356;12
3357;3357;13
3358;3358;1
3359;3359;3
3360;3360;12
3361;3361;8
3362;3362;2
3363;3363;11
3364;3364;4
3365;3365;2
3366;3366;10
3367;3367;11
3368;3368;15
3369;3369;14
3370;3370;2
3371;3371;3
3372;3372;3
3373;3373;16
3374;3374;10
3375;3375;14
3376;3376;17
3377;3377;18
3378;3378;15
3379;3379;13
3380;3380;12
3381;3381;5
3382;3382;16
3383;3383;1
3384;3384;21
3385;3385;11
3386;3386;14
3387;3387;13
3388;3388;11
3389;3389;4
3390;3390;4
3391;3391;13
3392;3392;6
3393;3393;1
3394;3394;4
3395;3395;1
3396;3396;16
3397;3397;1
3398;3398;10
3399;3399;19
3400;3400;16
3401;3401;1
3402;3402;12
3403;3403;11
3404;3404;4
3405;3405;3
3406;3406;12
3407;3407;5
3408;3408;6
3409;3409;3
3410;3410;10
3411;3411;13
3412;3412;6
3413;3413;16
3414;3414;3
3415;3415;2
3416;3416;1
3417;3417;1
3418;3418;18
3419;3419;6
3420;3420;4
3421;3421;15
3422;3422;1
3423;3423;7
3424;3424;3
3425;3425;3
3426;3426;14
3427;3427;32
3428;3428;10
3429;3429;5
3430;3430;2
3431;3431;1
3432;3432;1
3433;3433;11
3434;3434;1
3435;3435;3
3436;3436;11
3437;3437;2
3438;3438;10
3439;3439;9
3440;3440;4
3441;3441;13
3442;3442;3
3443;3443;14
3444;3444;1
3445;3445;11
3446;3446;10
3447;3447;1
3448;3448;2
3449;3449;2
3450;3450;3
3451;3451;9
3452;3452;1
3453;3453;16
3454;3454;8
3455;3455;12
3456;3456;8
3457;3457;11
3458;3458;12
3459;3459;4
3460;3460;2
3461;3461;7
3462;3462;9
3463;3463;1
3464;3464;12
3465;3465;11
3466;3466;3
3467;3467;2
3468;3468;18
3469;3469;12
3470;3470;13
3471;3471;12
3472;3472;2
3473;3473;13
3474;3474;5
3475;3475;1
3476;3476;12
3477;3477;12
3478;3478;6
3479;3479;13
3480;3480;1
3481;3481;14
3482;3482;6
3483;3483;5
3484;3484;20
3485;3485;14
3486;3486;10
3487;3487;12
3488;3488;2
3489;3489;2
3490;3490;13
3491;3491;11
3492;3492;5
3493;3493;1
3494;3494;20
3495;3495;2
3496;3496;10
3497;3497;11
3498;3498;8
3499;3499;12
3500;3500;11
3501;3501;2
3502;3502;17
3503;3503;12
3504;3504;14
3505;3505;1
3506;3506;1
3507;3507;5
3508;3508;2
3509;3509;1
3510;3510;9
3511;3511;3
3512;3512;2
3513;3513;2
3514;3514;7
3515;3515;6
3516;3516;2
3517;3517;13
3518;3518;3
3519;3519;2
3520;3520;10
3521;3521;2
3522;3522;4
3523;3523;5
3524;3524;1
3525;3525;10
3526;3526;1
3527;3527;4
3528;3528;2
3529;3529;16
3530;3530;24
3531;3531;16
3532;3532;1
3533;3533;1
3534;3534;14
3535;3535;1
3536;3536;12
3537;3537;14
3538;3538;1
3539;3539;9
3540;3540;6
3541;3541;2
3542;3542;13
3543;3543;1
3544;3544;5
3545;3545;3
3546;3546;17
3547;3547;7
3548;3548;12
3549;3549;4
3550;3550;6
3551;3551;2
3552;3552;12
3553;3553;1
3554;3554;14
3555;3555;13
3556;3556;42
3557;3557;4
3558;3558;12
3559;3559;2
3560;3560;12
3561;3561;9
3562;3562;13
3563;3563;1
3564;3564;2
3565;3565;20
3566;3566;2
3567;3567;1
3568;3568;15
3569;3569;1
3570;3570;8
3571;3571;6
3572;3572;14
3573;3573;3
3574;3574;18
3575;3575;12
3576;3576;1
3577;3577;3
3578;3578;26
3579;3579;2
3580;3580;5
3581;3581;15
3582;3582;2
3583;3583;20
3584;3584;5
3585;3585;8
3586;3586;3
3587;3587;2
3588;3588;7
3589;3589;8
3590;3590;12
3591;3591;1
3592;3592;19
3593;3593;3
3594;3594;2
3595;3595;6
3596;3596;1
3597;3597;7
3598;3598;6
3599;3599;12
3600;3600;1
3601;3601;6
3602;3602;12
3603;3603;12
3604;3604;13
3605;3605;11
3606;3606;13
3607;3607;14
3608;3608;2
3609;3609;13
3610;3610;4
3611;3611;13
3612;3612;11
3613;3613;6
3614;3614;19
3615;3615;14
3616;3616;13
3617;3617;13
3618;3618;13
3619;3619;4
3620;3620;1
3621;3621;1
3622;3622;2
3623;3623;3
3624;3624;16
3625;3625;1
3626;3626;17
3627;3627;17
3628;3628;3
3629;3629;15
3630;3630;15
3631;3631;3
3632;3632;1
3633;3633;2
3634;3634;1
3635;3635;14
3636;3636;11
3637;3637;13
3638;3638;20
3639;3639;19
3640;3640;4
3641;3641;2
3642;3642;1
3643;3643;23
3644;3644;1
3645;3645;14
3646;3646;2
3647;3647;12
3648;3648;8
3649;3649;6
3650;3650;15
3651;3651;15
3652;3652;9
3653;3653;11
3654;3654;7
3655;3655;3
3656;3656;6
3657;3657;2
3658;3658;5
3659;3659;10
3660;3660;4
3661;3661;2
3662;3662;5
3663;3663;8
3664;3664;4
3665;3665;16
3666;3666;1
3667;3667;11
3668;3668;11
3669;3669;4
3670;3670;9
3671;3671;1
3672;3672;6
3673;3673;8
3674;3674;8
3675;3675;12
3676;3676;15
3677;3677;2
3678;3678;17
3679;3679;15
3680;3680;17
3681;3681;8
3682;3682;5
3683;3683;4
3684;3684;19
3685;3685;5
3686;3686;3
3687;3687;14
3688;3688;2
3689;3689;12
3690;3690;15
3691;3691;1
3692;3692;13
3693;3693;1
3694;3694;11
3695;3695;1
3696;3696;3
3697;3697;16
3698;3698;16
3699;3699;13
3700;3700;1
3701;3701;3
3702;3702;11
3703;3703;2
3704;3704;2
3705;3705;17
3706;3706;7
3707;3707;4
3708;3708;3
3709;3709;1
3710;3710;13
3711;3711;9
3712;3712;1
3713;3713;1
3714;3714;15
3715;3715;4
3716;3716;18
3717;3717;1
3718;3718;2
3719;3719;3
3720;3720;2
3721;3721;1
3722;3722;8
3723;3723;7
3724;3724;2
3725;3725;1
3726;3726;1
3727;3727;18
3728;3728;2
3729;3729;14
3730;3730;1
3731;3731;3
3732;3732;5
3733;3733;2
3734;3734;15
3735;3735;6
3736;3736;2
3737;3737;5
3738;3738;9
3739;3739;4
3740;3740;11
3741;3741;3
3742;3742;14
3743;3743;26
3744;3744;3
